qseqid	sseqid	pident	qcovs	qlen	slen	length	nident	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
ccrC1	8	96.840	100	1677	133705	1677	1624	53	0	1	1677	112885	114561	0.0	2804
ccrC1	8	98.211	100	1677	133705	1677	1647	30	0	1	1677	112885	114561	0.0	2931
IS431_1	8	96.334	100	791	133705	791	762	28	1	1	791	99284	98495	0.0	1299
IS431_1	8	95.704	100	675	133705	675	646	28	1	1	675	98555	99228	0.0	1085
IS431_1	8	93.813	100	790	133705	792	743	45	4	1	790	99284	98495	0.0	1188
IS431_1	8	93.687	100	790	133705	792	742	46	4	1	790	98495	99284	0.0	1182
IS431_2	8	93.561	100	789	133705	792	741	46	5	1	789	98495	99284	0.0	1175
IS431_2	8	95.407	100	675	133705	675	644	30	1	1	675	98555	99228	0.0	1074
IS431_2	8	93.813	100	790	133705	792	743	45	4	1	790	99284	98495	0.0	1188
IS431_2	8	93.434	100	790	133705	792	740	48	4	1	790	99284	98495	0.0	1171
IS431	8	93.829	100	792	133705	794	745	45	4	1	792	99285	98494	0.0	1192
IS431	8	93.829	100	792	133705	794	745	45	4	1	792	99285	98494	0.0	1192
IS431	8	93.821	100	791	133705	793	744	45	4	1	791	99285	98495	0.0	1190
IS431	8	93.829	100	792	133705	794	745	45	4	1	792	99285	98494	0.0	1192
IS431	8	93.821	99	792	133705	793	744	45	4	1	791	99285	98495	0.0	1190
IS431	8	93.829	100	792	133705	794	745	45	4	1	792	98494	99285	0.0	1192
IS431	8	95.556	100	675	133705	675	645	29	1	1	675	99228	98555	0.0	1079
IS431	8	95.704	100	675	133705	675	646	28	1	1	675	98555	99228	0.0	1085
IS431	8	93.813	100	790	133705	792	743	45	4	1	790	98495	99284	0.0	1188
mecA	8	99.900	100	2007	133705	2007	2005	2	0	1	2007	103810	101804	0.0	3696
mecA	8	99.900	100	2007	133705	2007	2005	2	0	1	2007	103810	101804	0.0	3696
mecA	8	99.851	100	2007	133705	2007	2004	3	0	1	2007	103810	101804	0.0	3690
mecA	8	99.950	100	2007	133705	2007	2006	1	0	1	2007	103810	101804	0.0	3701
mecA	8	99.900	100	2007	133705	2007	2005	2	0	1	2007	103810	101804	0.0	3696
mecA	8	99.900	100	2007	133705	2007	2005	2	0	1	2007	103810	101804	0.0	3696
mecA	8	99.900	100	2007	133705	2007	2005	2	0	1	2007	103810	101804	0.0	3696
mecA	8	99.950	100	2007	133705	2007	2006	1	0	1	2007	103810	101804	0.0	3701
mecA	8	99.950	100	2010	133705	2010	2009	1	0	1	2010	103813	101804	0.0	3707
mecA	8	99.851	100	2010	133705	2010	2007	3	0	1	2010	103813	101804	0.0	3696
mecA	8	99.851	100	2007	133705	2007	2004	3	0	1	2007	103810	101804	0.0	3690
mecA	8	99.950	100	2010	133705	2010	2009	1	0	1	2010	103813	101804	0.0	3707
mecA	8	99.900	100	2007	133705	2007	2005	2	0	1	2007	103810	101804	0.0	3696
mecA	8	99.900	100	2010	133705	2010	2008	2	0	1	2010	103813	101804	0.0	3701
mecI	8	100.000	100	372	133705	372	372	0	0	1	372	105667	106038	0.0	688
mecI	8	100.000	99	204	133705	201	201	0	0	1	201	105667	105867	4.32e-104	372
mecI	8	100.000	100	372	133705	372	372	0	0	1	372	105667	106038	0.0	688
mecI	8	100.000	100	372	133705	372	372	0	0	1	372	105667	106038	0.0	688
mecI	8	100.000	100	372	133705	372	372	0	0	1	372	105667	106038	0.0	688
mecI	8	100.000	100	372	133705	372	372	0	0	1	372	105667	106038	0.0	688
mecR1	8	100.000	99	987	133705	975	975	0	0	1	975	103910	104884	0.0	1801
mecR1	8	100.000	100	1758	133705	1758	1758	0	0	1	1758	103910	105667	0.0	3247
mecR1	8	100.000	85	114	133705	97	97	0	0	1	97	103910	104006	1.45e-46	180
mecR1	8	100.000	99	987	133705	975	975	0	0	1	975	103910	104884	0.0	1801
mecR1	8	100.000	83	111	133705	92	92	0	0	1	92	103910	104001	8.45e-44	171
mecR1	8	100.000	99	969	133705	957	957	0	0	1	957	103928	104884	0.0	1768
mecR1	8	100.000	97	999	133705	968	968	0	0	1	968	103910	104877	0.0	1788
mecR1	8	100.000	100	1758	133705	1758	1758	0	0	1	1758	103910	105667	0.0	3247
mecR1	8	100.000	100	92	133705	92	92	0	0	1	92	103910	104001	6.71e-44	171
mecR1	8	100.000	100	129	133705	129	129	0	0	1	129	103926	103798	2.73e-64	239
mecR1	8	100.000	83	111	133705	92	92	0	0	1	92	103910	104001	8.45e-44	171
mecR1	8	100.000	100	1758	133705	1758	1758	0	0	1	1758	103910	105667	0.0	3247
mecR1	8	100.000	100	1758	133705	1758	1758	0	0	1	1758	103910	105667	0.0	3247
mecR1	8	99.886	100	1758	133705	1758	1756	2	0	1	1758	103910	105667	0.0	3236
