qseqid	sseqid	pident	qcovs	qlen	slen	length	nident	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
III	5	96.082	30	68256	131229	10287	9884	390	13	57976	68256	55347	65626	0.0	16752
III	5	99.395	30	68256	131229	4132	4107	25	0	24230	28361	49670	53801	0.0	7492
III	5	85.205	30	68256	131229	4934	4204	669	38	59330	64248	40100	44987	0.0	5011
III	5	98.577	30	68256	131229	1827	1801	24	2	27952	29777	53432	55257	0.0	3229
III	5	99.621	30	68256	131229	791	788	3	0	34225	35015	54467	55257	0.0	1445
III	5	98.994	30	68256	131229	795	787	8	0	36061	36855	54462	55256	0.0	1424
III	5	99.114	30	68256	131229	790	783	7	0	43790	44579	54467	55256	0.0	1421
III	5	94.424	30	68256	131229	807	762	40	5	28983	29786	49673	48869	0.0	1236
III	5	96.735	30	68256	131229	735	711	24	0	36062	36796	49673	48939	0.0	1225
III	5	96.854	30	68256	131229	731	708	23	0	43790	44520	49669	48939	0.0	1223
III	5	96.854	30	68256	131229	731	708	23	0	34225	34955	49669	48939	0.0	1223
III	5	90.586	30	68256	131229	648	587	44	6	46206	46850	37876	38509	0.0	843
III	5	75.479	30	68256	131229	1305	985	288	23	8835	10124	56676	55389	1.06e-172	608
III	5	90.270	30	68256	131229	370	334	36	0	27952	28321	53472	53841	1.86e-135	484
III	5	90.000	30	68256	131229	370	333	37	0	27992	28361	53392	53761	8.64e-134	479
III	5	90.909	30	68256	131229	330	300	28	2	27953	28281	53513	53841	1.13e-122	442
III	5	89.790	30	68256	131229	333	299	28	5	28032	28361	53392	53721	1.48e-116	422
III	5	91.126	30	68256	131229	293	267	22	3	27951	28241	53551	53841	3.22e-108	394
III	5	88.742	30	68256	131229	302	268	30	4	47516	47815	38453	38752	7.02e-100	366
III	5	88.581	30	68256	131229	289	256	33	0	28073	28361	53393	53681	1.97e-95	351
III	15	98.875	5	68256	51418	800	791	7	1	28987	29784	41864	41065	0.0	1426
III	15	99.116	5	68256	51418	792	785	7	0	43788	44579	41866	41075	0.0	1424
III	15	99.115	5	68256	51418	791	784	7	0	34224	35014	41865	41075	0.0	1423
III	15	99.114	5	68256	51418	790	783	7	0	36066	36855	41864	41075	0.0	1421
III	4	85.645	1	68256	192458	822	704	106	11	29810	30625	2383	1568	0.0	854
III	13	73.194	2	68256	62092	1481	1084	347	40	18793	20252	3867	5318	3.99e-137	490
IIa	5	99.462	13	58237	131229	4093	4071	20	2	44579	48670	49670	53761	0.0	7435
IIa	5	98.319	13	58237	131229	1785	1755	30	0	48301	50085	53472	55256	0.0	3131
IIa	5	99.136	13	58237	131229	810	803	4	3	54642	55449	54467	55275	0.0	1454
IIa	5	97.007	13	58237	131229	735	713	22	0	49292	50026	49673	48939	0.0	1236
IIa	5	96.990	13	58237	131229	731	709	22	0	54642	55372	49669	48939	0.0	1229
IIa	5	84.781	13	58237	131229	1117	947	147	21	29087	30194	39868	38766	0.0	1099
IIa	5	90.541	13	58237	131229	370	335	35	0	48301	48670	53432	53801	3.41e-137	490
IIa	5	93.030	13	58237	131229	330	307	21	2	48302	48630	53513	53841	2.05e-134	481
IIa	5	90.361	13	58237	131229	332	300	28	3	48341	48670	53392	53721	5.82e-120	433
IIa	5	90.034	13	58237	131229	291	262	29	0	48300	48590	53551	53841	2.77e-103	377
IIa	5	88.400	13	58237	131229	250	221	29	0	48301	48550	53592	53841	1.71e-80	302
IIa	15	99.243	3	58237	51418	793	787	6	0	54640	55432	41866	41074	0.0	1432
IIa	15	99.241	3	58237	51418	791	785	6	0	49296	50086	41864	41074	0.0	1428
IIa	13	72.569	9	58237	62092	3620	2627	855	111	10997	14547	25562	29112	0.0	1057
IIa	13	73.194	9	58237	62092	1481	1084	347	40	38980	40439	3867	5318	3.41e-137	490
IIb	5	100.000	9	26207	131229	1325	1325	0	0	23427	24751	7447	8771	0.0	2447
IIb	5	84.781	9	26207	131229	1117	947	147	21	10240	11347	39868	38766	0.0	1099
IIb	13	73.194	6	26207	62092	1481	1084	347	40	20133	21592	3867	5318	1.53e-137	490
IIc	5	99.973	21	27029	131229	3720	3719	1	0	20125	23844	49670	53389	0.0	6865
IIc	5	99.137	21	27029	131229	811	804	4	3	23844	24652	54466	55275	0.0	1456
IIc	5	96.995	21	27029	131229	732	710	22	0	23844	24575	49670	48939	0.0	1230
IIc	5	84.691	21	27029	131229	1117	946	148	21	9260	10367	39868	38766	0.0	1094
IIc	24	100.000	4	27029	7990	1041	1041	0	0	17166	18206	1	1041	0.0	1923
IIc	36	99.879	3	27029	824	824	823	1	0	16342	17165	1	824	0.0	1517
IIc	15	99.241	3	27029	51418	791	785	6	0	23845	24635	41864	41074	0.0	1428
