sample	type	status	targets	missing	coverage	hits	schema	schema_version	camlhmp_version	params	comment
sccmec	Ia	False		Ia	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	Ib	False		Ib	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	IIa	False		IIa	3.81	1	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	IIb	False		IIb	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	IIc	False		IIc	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	IId	False		IId	1.06	1	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	IIe	False		IIe	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	III	False		III	1.20	1	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	IVa	False		IVa	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	IVb	False		IVb	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	IVc	False		IVc	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	IVd	False		IVd	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	IVg	False		IVg	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	IVi	False		IVi	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	IVj	False		IVj	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	IVk	False		IVk	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	IVl	False		IVl	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	IVm	False		IVm	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	IVn	False		IVn	7.92	1	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	Va	False		Va	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	Vb	False		Vb	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	Vc	False		Vc	1.73	1	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	VI	False		VI	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	VII	False		VII	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	VIII	False		VIII	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	IX	False		IX	0.47	2	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	Coverage based on 2 hits
sccmec	X	False		X	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	XI	False		XI	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	XII	False		XII	1.38	3	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	Coverage based on 3 hits
sccmec	XIII	False		XIII	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	XIV	False		XIV	0.20	1	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
sccmec	XV	False		XV	0.00	0	sccmec_regions	1.2.0	1.1.4	min-coverage=85;min-pident=83	
